ANNUAL VISITOR SUMMARY BY STATE & SPOT,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Karnataka,Gokarna,2016,273694,257768,15926,0.0581890724677925,0.009426933886065303
Karnataka,Gokarna,2017,292124,274616,17508,0.05993345291725432,0.0673379759877819
Karnataka,Gokarna,2018,290761,275700,15061,0.05179855620251685,-0.00466582684065675
Karnataka,Gokarna,2019,300511,283165,17346,0.0577216807371444,0.03353269523766933
Karnataka,Gokarna,2020,78258,73807,4451,0.0568759743412814,-0.7395835759755882
Karnataka,Gokarna,2021,164412,155510,8902,0.0541444663406564,1.100897032891206
Karnataka,Gokarna,2022,254078,239714,14364,0.05653382032289297,0.5453738169963263
Karnataka,Gokarna,2023,317962,299526,18436,0.05798177140664608,0.2514345988239832
Karnataka,Gokarna,2024,364590,345285,19305,0.05294988891631696,0.1466464546077832
Karnataka,Gokarna,2025,377299,354857,22442,0.05948067712874935,0.03485833401903515
Karnataka,Hampi,2015,362777,266633,96144,0.2650223139835216,0
Karnataka,Hampi,2016,359880,266715,93165,0.2588779593197733,-0.007985622021241645
Karnataka,Hampi,2017,371891,273608,98283,0.2642790495064414,0.03337501389352004
Karnataka,Hampi,2018,397358,292028,105330,0.2650758258296045,0.06847974272031321
Karnataka,Hampi,2019,434763,318829,115934,0.2666602263762096,0.09413425676593912
Karnataka,Hampi,2020,99452,73406,26046,0.2618951856171822,-0.7712500833787603
Karnataka,Hampi,2021,224761,165536,59225,0.2635021200297205,1.259994771346982
Karnataka,Hampi,2022,353107,259332,93775,0.2655710591973538,0.5710332308541073
Karnataka,Hampi,2023,435096,321501,113595,0.261080313310166,0.2321930746204408
Karnataka,Hampi,2024,475857,351527,124330,0.2612759715628855,0.09368277345689235
Karnataka,Hampi,2025,503655,372846,130809,0.2597194508145457,0.0584167092214678
Karnataka,Jog Falls,2015,245026,235594,9432,0.0384938741194812,0
Karnataka,Jog Falls,2016,242339,232680,9659,0.03985738985470766,-0.01096618318056042
Karnataka,Jog Falls,2017,268446,257996,10450,0.03892775455771365,0.1077292552993947
Karnataka,Jog Falls,2018,267074,255147,11927,0.04465803485176393,-0.005110897536189762
Karnataka,Jog Falls,2019,279831,270044,9787,0.03497468114683505,0.04776578775919793
Karnataka,Jog Falls,2020,71083,67970,3113,0.04379387476611848,-0.7459788229324128
Karnataka,Jog Falls,2021,157410,151358,6052,0.03844736674925354,1.21445352615956
Karnataka,Jog Falls,2022,226378,217383,8995,0.03973442649020664,0.4381424305952608
Karnataka,Jog Falls,2023,290619,277987,12632,0.0434658435959108,0.2837775755594625
Karnataka,Jog Falls,2024,298637,286105,12532,0.04196398972665812,0.02758938679164125
Karnataka,Jog Falls,2025,331185,316365,14820,0.04474840346030164,0.1089885044384988
Karnataka,Mysore Palace,2015,691504,642649,48855,0.07065035054027163,0
Karnataka,Mysore Palace,2016,700710,649584,51126,0.0729631373892195,0.01331301048150113
Karnataka,Mysore Palace,2017,729617,676215,53402,0.07319182530012322,0.04125387107362521
Karnataka,Mysore Palace,2018,748659,697556,51103,0.06825938110675221,0.02609862434674626
Karnataka,Mysore Palace,2019,752991,701321,51670,0.06861967805724106,0.005786345986624086
Karnataka,Mysore Palace,2020,185170,171762,13408,0.07240913754927904,-0.7540873662500615
Karnataka,Mysore Palace,2021,400318,373929,26389,0.06592009352564711,1.161894475346978
Karnataka,Mysore Palace,2022,670610,622697,47913,0.07144689163597322,0.6751932213889957
Karnataka,Mysore Palace,2023,825187,769312,55875,0.06771192469100944,0.2305020801956428
Karnataka,Mysore Palace,2024,888005,824351,63654,0.0716820288174053,0.07612577512733476
Karnataka,Mysore Palace,2025,903956,837680,66276,0.0733177278540106,0.01796273669630244
Kerala,Alleppey Backwaters,2015,342689,333152,9537,0.02782989824593144,0
Kerala,Alleppey Backwaters,2016,371322,362142,9180,0.02472247806486015,0.08355389288830395
Kerala,Alleppey Backwaters,2017,372151,363711,8440,0.02267896633355815,0.002232563650955255
Kerala,Alleppey Backwaters,2018,389786,381118,8668,0.02223784332941665,0.04738667906306859
Kerala,Alleppey Backwaters,2019,437330,425786,11544,0.02639654265657513,0.1219746219720566
Kerala,Alleppey Backwaters,2020,102099,99855,2244,0.02197866776364117,-0.7665401413120527
Kerala,Alleppey Backwaters,2021,221305,216163,5142,0.02323490205824541,1.167553061244478
Kerala,Alleppey Backwaters,2022,342927,336665,6262,0.01826044610077364,0.5495673391925171
Kerala,Alleppey Backwaters,2023,449963,441641,8322,0.01849485402133064,0.3121247379179826
Kerala,Alleppey Backwaters,2024,480526,469948,10578,0.02201337700769573,0.06792336258759057
Kerala,Alleppey Backwaters,2025,491645,481163,10482,0.02132026157084889,0.02313922659752032
Kerala,Bekal Fort,2015,116184,108990,7194,0.06191902499483578,0
Kerala,Bekal Fort,2016,123323,115072,8251,0.06690560560479392,0.06144563795359081
Kerala,Bekal Fort,2017,128115,121480,6635,0.05178940795379151,0.03885730966648548
Kerala,Bekal Fort,2018,129579,122101,7478,0.05770996843624353,0.01142723334504159
Kerala,Bekal Fort,2019,135417,128510,6907,0.05100541290975284,0.04505359664760489
Kerala,Bekal Fort,2020,33085,31121,1964,0.05936224875321142,-0.7556806014015965
Kerala,Bekal Fort,2021,77542,73060,4482,0.05780093368754997,1.343720719359226
Kerala,Bekal Fort,2022,114227,107661,6566,0.05748203139362848,0.4730984498723272
Kerala,Bekal Fort,2023,143276,135194,8082,0.05640860995561015,0.2543094014549976
Kerala,Bekal Fort,2024,163472,154760,8712,0.0532935303905256,0.1409587090650213
Kerala,Bekal Fort,2025,169210,159869,9341,0.05520359316825247,0.03510081237153773
Kerala,Fort Kochi,2015,365157,356402,8755,0.02397598841046454,0
Kerala,Fort Kochi,2016,386650,378730,7920,0.02048364153627312,0.0588596138099502
Kerala,Fort Kochi,2017,373498,362928,10570,0.02830001767077735,-0.0340152592784172
Kerala,Fort Kochi,2018,408919,400301,8618,0.02107507843851716,0.09483584918794752
Kerala,Fort Kochi,2019,422309,410813,11496,0.02722177363020916,0.03274487123366732
Kerala,Fort Kochi,2020,103127,100405,2722,0.02639463961911042,-0.7558020312141109
Kerala,Fort Kochi,2021,231585,226976,4609,0.01990197983461796,1.245629175676593
Kerala,Fort Kochi,2022,372623,362810,9813,0.02633492833238957,0.6090118099186044
Kerala,Fort Kochi,2023,422437,412373,10064,0.02382367074853765,0.1336847161876749
Kerala,Fort Kochi,2024,456684,445213,11471,0.02511802471731,0.08107007672149935
Kerala,Fort Kochi,2025,493120,481305,11815,0.02395968526930565,0.07978383302239633
Kerala,Kovalam Beach,2015,306484,298124,8360,0.02727711723939912,0
Kerala,Kovalam Beach,2016,310671,302608,8063,0.0259535006485961,0.01366139831116797
Kerala,Kovalam Beach,2017,310076,300241,9835,0.03171803041834905,-0.00191520933720879
Kerala,Kovalam Beach,2018,326779,316130,10649,0.03258777338813082,0.05386743895045076
Kerala,Kovalam Beach,2019,341964,331744,10220,0.02988618685007778,0.0464687143298681
Kerala,Kovalam Beach,2020,87637,85098,2539,0.02897178132523934,-0.7437244856183691
Kerala,Kovalam Beach,2021,188958,182886,6072,0.0321341250436605,1.156144094389356
Kerala,Kovalam Beach,2022,306292,298819,7473,0.02439828660232719,0.6209528043268875
Kerala,Kovalam Beach,2023,355322,346204,9118,0.02566123122125846,0.1600760059028639
Kerala,Kovalam Beach,2024,406050,394390,11660,0.02871567540943233,0.1427662795999123
Kerala,Kovalam Beach,2025,397257,384632,12625,0.03178043432840705,-0.02165496859992611
Kerala,Kumarakom Bird Sanctuary,2015,86620,83175,3445,0.03977141537751096,0
Kerala,Kumarakom Bird Sanctuary,2016,89326,86368,2958,0.0331146586660099,0.0312398984068345
Kerala,Kumarakom Bird Sanctuary,2017,94985,91256,3729,0.03925883034163289,0.06335221548037517
Kerala,Kumarakom Bird Sanctuary,2018,95841,92012,3829,0.03995158648177711,0.00901194925514548
Kerala,Kumarakom Bird Sanctuary,2019,103336,100320,3016,0.02918634357823024,0.07820243945701733
Kerala,Kumarakom Bird Sanctuary,2020,26943,26014,929,0.0344801989384998,-0.7392680188898351
Kerala,Kumarakom Bird Sanctuary,2021,54841,52958,1883,0.03433562480625809,1.035445199124077
Kerala,Kumarakom Bird Sanctuary,2022,85525,82672,2853,0.03335866705641626,0.5595083970022428
Kerala,Kumarakom Bird Sanctuary,2023,106854,102971,3883,0.03633930409717933,0.2493890675241157
Kerala,Kumarakom Bird Sanctuary,2024,118363,113924,4439,0.03750327382712503,0.107707713328467
Kerala,Kumarakom Bird Sanctuary,2025,120860,116697,4163,0.03444481217938111,0.02109611956439084
Kerala,Munnar Tea Gardens,2015,420583,394820,25763,0.06125544779508444,0
Kerala,Munnar Tea Gardens,2016,421330,396888,24442,0.05801153490138371,0.001776106024256707
Kerala,Munnar Tea Gardens,2017,448085,420108,27977,0.06243681444368814,0.0635012935228918
Kerala,Munnar Tea Gardens,2018,471205,445512,25693,0.05452616164938827,0.05159735318075809
Kerala,Munnar Tea Gardens,2019,481969,451225,30744,0.0637883349344045,0.02284356065831217
Kerala,Munnar Tea Gardens,2020,123670,116573,7097,0.05738659335327888,-0.7434067336280964
Kerala,Munnar Tea Gardens,2021,263258,246388,16870,0.06408162335047748,1.128713511765182
Kerala,Munnar Tea Gardens,2022,403635,379261,24374,0.06038624004360375,0.5332297593995243
Kerala,Munnar Tea Gardens,2023,502657,469431,33226,0.06610074066411091,0.2453256035774896
Kerala,Munnar Tea Gardens,2024,539492,507553,31939,0.05920199002024126,0.0732805869608899
Kerala,Munnar Tea Gardens,2025,592576,555546,37030,0.06248987471649206,0.09839626908276666
Kerala,Thekkady/Periyar,2015,245476,240361,5115,0.0208370675748342,0
Kerala,Thekkady/Periyar,2016,241799,235676,6123,0.02532268537090724,-0.01497906108947511
Kerala,Thekkady/Periyar,2017,266701,259356,7345,0.02754020419870942,0.1029863647078773
Kerala,Thekkady/Periyar,2018,259623,253100,6523,0.02512489263277907,-0.02653908309305175
Kerala,Thekkady/Periyar,2019,267976,261238,6738,0.02514404275009702,0.03217357476032556
Kerala,Thekkady/Periyar,2020,66905,65274,1631,0.02437784918914879,-0.7503321192942651
Kerala,Thekkady/Periyar,2021,149032,145822,3210,0.02153899833592786,1.227516628054704
Kerala,Thekkady/Periyar,2022,232894,228025,4869,0.02090650682284645,0.562711364002362
Kerala,Thekkady/Periyar,2023,283647,276476,7171,0.02528142374148149,0.2179231753501594
Kerala,Thekkady/Periyar,2024,314125,304808,9317,0.02966016713091922,0.1074504577873201
Kerala,Thekkady/Periyar,2025,322020,313684,8336,0.02588659089497547,0.02513330680461601
Kerala,Thrissur Pooram,2015,153233,150959,2274,0.01484014539948967,0
Kerala,Thrissur Pooram,2016,161658,159019,2639,0.01632458647267689,0.05498162928350947
Kerala,Thrissur Pooram,2017,164185,162735,1450,0.00883150105064409,0.01563176582662162
Kerala,Thrissur Pooram,2018,166112,164244,1868,0.0112454247736467,0.01173676036178706
Kerala,Thrissur Pooram,2019,166317,164373,1944,0.01168852252024748,0.00123410710845695
Kerala,Thrissur Pooram,2020,45385,44808,577,0.0127134515809188,-0.7271174924992634
Kerala,Thrissur Pooram,2021,100451,99157,1294,0.01288190261918746,1.213308361793544
Kerala,Thrissur Pooram,2022,143675,141746,1929,0.01342613537497825,0.4302993499318075
Kerala,Thrissur Pooram,2023,189719,187000,2719,0.01433172217859044,0.320473290412389
Kerala,Thrissur Pooram,2024,195792,193065,2727,0.01392804608972787,0.03201049973908776
Kerala,Thrissur Pooram,2025,212471,211320,1151,0.005417209878053946,0.08518734166870967
Kerala,Varkala Beach,2015,241061,235241,5820,0.02414326664205326,0
Kerala,Varkala Beach,2016,256583,250538,6045,0.02355962787869812,0.06439034103401209
Kerala,Varkala Beach,2017,262531,257059,5472,0.02084325279681257,0.0231815825678241
Kerala,Varkala Beach,2018,275612,270710,4902,0.01778587289377821,0.04982649668039207
Kerala,Varkala Beach,2019,275484,269485,5999,0.02177621930856238,-0.0004644209976343294
Kerala,Varkala Beach,2020,71449,70015,1434,0.02007025990566698,-0.7406419247578806
Kerala,Varkala Beach,2021,156334,154000,2334,0.01492957386109228,1.188050217637755
Kerala,Varkala Beach,2022,234227,228921,5306,0.02265323809808434,0.4982473422288178
Kerala,Varkala Beach,2023,296560,290637,5923,0.01997234960884813,0.2661221806196552
Kerala,Varkala Beach,2024,300968,295504,5464,0.01815475399378007,0.01486377124359328
Kerala,Varkala Beach,2025,313848,307728,6120,0.01949988529479238,0.04279524733526485
Kerala,Wayanad,2015,287033,277165,9868,0.03437932223820955,0
Kerala,Wayanad,2016,311711,301282,10429,0.03345727292267517,0.08597617695526294
Kerala,Wayanad,2017,314649,302889,11760,0.03737497973932859,0.009425397242958988
Kerala,Wayanad,2018,338190,328028,10162,0.03004819775865638,0.07481670051390599
Kerala,Wayanad,2019,349480,338513,10967,0.03138090877875701,0.03338360093438597
Kerala,Wayanad,2020,87925,84888,3037,0.03454080181973273,-0.7484119262904887
Kerala,Wayanad,2021,200578,194182,6396,0.03188784413046297,1.281239692920102
Kerala,Wayanad,2022,289614,278668,10946,0.03779513421312505,0.4438971372732803
Kerala,Wayanad,2023,379904,365796,14108,0.0371356974393531,0.3117597906178569
Kerala,Wayanad,2024,381668,366414,15254,0.03996667260551055,0.004643278301886822
Kerala,Wayanad,2025,408298,394867,13431,0.03289509133035185,0.0697726820168314
Madhya Pradesh,Bandhavgarh Tiger Reserve,2015,102674,96921,5753,0.05603171202056996,0
Madhya Pradesh,Bandhavgarh Tiger Reserve,2016,113921,108085,5836,0.051228482896042,0.1095408769503476
Madhya Pradesh,Bandhavgarh Tiger Reserve,2017,113827,107516,6311,0.0554437875020865,-0.000825133206344697
Madhya Pradesh,Bandhavgarh Tiger Reserve,2018,123253,116329,6924,0.05617713159111746,0.08280987814841811
Madhya Pradesh,Bandhavgarh Tiger Reserve,2019,116931,110204,6727,0.05752965424053502,-0.05129286913908793
Madhya Pradesh,Bandhavgarh Tiger Reserve,2020,30165,28428,1737,0.05758329189457981,-0.7420273494625036
Madhya Pradesh,Bandhavgarh Tiger Reserve,2021,67309,63847,3462,0.05143442927394554,1.231360848665672
Madhya Pradesh,Bandhavgarh Tiger Reserve,2022,107346,101198,6148,0.05727274421031058,0.5948238719933441
Madhya Pradesh,Bandhavgarh Tiger Reserve,2023,123303,116151,7152,0.05800345490377363,0.148650159297971
Madhya Pradesh,Bandhavgarh Tiger Reserve,2024,129625,122845,6780,0.05230472516875603,0.05127206961712205
Madhya Pradesh,Bandhavgarh Tiger Reserve,2025,145723,137978,7745,0.05314878227870686,0.1241890067502411
Madhya Pradesh,Bhimbetka Rock Shelters,2015,88239,85796,2443,0.02768617051417174,0
Madhya Pradesh,Bhimbetka Rock Shelters,2016,93383,90635,2748,0.02942719766981142,0.05829621822550113
Madhya Pradesh,Bhimbetka Rock Shelters,2017,101120,97941,3179,0.03143789556962025,0.08285233929087732
Madhya Pradesh,Bhimbetka Rock Shelters,2018,103900,100625,3275,0.03152069297401348,0.02749208860759489
Madhya Pradesh,Bhimbetka Rock Shelters,2019,103373,100311,3062,0.02962088746577926,-0.005072184793070256
Madhya Pradesh,Bhimbetka Rock Shelters,2020,25676,24917,759,0.02956067923352547,-0.7516179273117739
Madhya Pradesh,Bhimbetka Rock Shelters,2021,57804,56084,1720,0.02975572624731852,1.251285246923197
Madhya Pradesh,Bhimbetka Rock Shelters,2022,90470,88012,2458,0.02716922736818835,0.5651166009272715
Madhya Pradesh,Bhimbetka Rock Shelters,2023,104871,101372,3499,0.03336480056450306,0.1591798386205372
Madhya Pradesh,Bhimbetka Rock Shelters,2024,119172,116366,2806,0.02354579934884033,0.1363675372600623
Madhya Pradesh,Bhimbetka Rock Shelters,2025,127860,125147,2713,0.02121852025653058,0.07290303091330186
Madhya Pradesh,Gwalior Fort,2015,173553,167298,6255,0.03604086359786348,0
Madhya Pradesh,Gwalior Fort,2016,185889,179355,6534,0.03515000887626487,0.07107915161362821
Madhya Pradesh,Gwalior Fort,2017,191172,184743,6429,0.03362940179524198,0.02842018624017562
Madhya Pradesh,Gwalior Fort,2018,204179,197789,6390,0.03129606864564916,0.06803820643190428
Madhya Pradesh,Gwalior Fort,2019,211717,204479,7238,0.03418714604873486,0.03691858614255139
Madhya Pradesh,Gwalior Fort,2020,50844,49031,1813,0.03565809141688302,-0.7598492327021449
Madhya Pradesh,Gwalior Fort,2021,115840,112635,3205,0.02766747237569061,1.278341593895052
Madhya Pradesh,Gwalior Fort,2022,179629,173269,6360,0.03540630967160091,0.5506647099447515
Madhya Pradesh,Gwalior Fort,2023,211813,204931,6882,0.03249092359770175,0.1791692878098747
Madhya Pradesh,Gwalior Fort,2024,243536,235917,7619,0.03128490243742198,0.1497688999258779
Madhya Pradesh,Gwalior Fort,2025,256944,246804,10140,0.03946385204558191,0.05505551540634657
Madhya Pradesh,Kanha National Park,2015,118028,115573,2455,0.02080014911715864,0
Madhya Pradesh,Kanha National Park,2016,129171,127239,1932,0.01495691757437815,0.09440980106415431
Madhya Pradesh,Kanha National Park,2017,133281,130936,2345,0.01759440580427818,0.03181828738648762
Madhya Pradesh,Kanha National Park,2018,137653,134956,2697,0.0195927440738669,0.0328028751284879
Madhya Pradesh,Kanha National Park,2019,142129,139598,2531,0.01780776618424108,0.03251654522603942
Madhya Pradesh,Kanha National Park,2020,36241,35605,636,0.01754918462514831,-0.7450133329580874
Madhya Pradesh,Kanha National Park,2021,75710,74251,1459,0.01927090212653547,1.089070389889904
Madhya Pradesh,Kanha National Park,2022,119689,117086,2603,0.02174803031189165,0.5808875974111742
Madhya Pradesh,Kanha National Park,2023,144108,140782,3326,0.02307991228800622,0.2040204195874307
Madhya Pradesh,Kanha National Park,2024,150699,148204,2495,0.01655618152741558,0.04573653093513208
Madhya Pradesh,Kanha National Park,2025,158113,155738,2375,0.01502090277206808,0.04919740675120599
Madhya Pradesh,Khajuraho Temples,2015,219064,159757,59307,0.2707291019975898,0
Madhya Pradesh,Khajuraho Temples,2016,213114,155533,57581,0.2701887252831818,-0.02716101230690571
Madhya Pradesh,Khajuraho Temples,2017,228849,166912,61937,0.2706457096163846,0.07383372279625
Madhya Pradesh,Khajuraho Temples,2018,227457,165713,61744,0.2714535054977424,-0.006082613426320438
Madhya Pradesh,Khajuraho Temples,2019,251145,181897,69248,0.2757291604451612,0.1041427610493413
Madhya Pradesh,Khajuraho Temples,2020,63719,46278,17441,0.2737174155275506,-0.7462860100738617
Madhya Pradesh,Khajuraho Temples,2021,128020,93328,34692,0.2709889079831276,1.009133853324754
Madhya Pradesh,Khajuraho Temples,2022,200929,146338,54591,0.27169298607966,0.5695125761599751
Madhya Pradesh,Khajuraho Temples,2023,256931,186826,70105,0.2728553580533295,0.2787153671197289
Madhya Pradesh,Khajuraho Temples,2024,262189,190716,71473,0.2726010625922521,0.02046463836594259
Madhya Pradesh,Khajuraho Temples,2025,296360,216271,80089,0.2702422729113241,0.1303296476968905
Madhya Pradesh,Mandu,2015,123477,117338,6139,0.04971776120249115,0
Madhya Pradesh,Mandu,2016,129165,123677,5488,0.04248829017148608,0.04606525911708248
Madhya Pradesh,Mandu,2017,128089,122010,6079,0.04745918853297316,-0.008330430070065398
Madhya Pradesh,Mandu,2018,134090,128066,6024,0.04492505033932433,0.04685023694462442
Madhya Pradesh,Mandu,2019,134535,128862,5673,0.04216746571524139,0.003318666567230899
Madhya Pradesh,Mandu,2020,34118,32562,1556,0.04560642476112316,-0.7464005649087597
Madhya Pradesh,Mandu,2021,73601,70118,3483,0.04732272659338867,1.15724837329269
Madhya Pradesh,Mandu,2022,114067,109358,4709,0.04128275487213655,0.5498023124685807
Madhya Pradesh,Mandu,2023,142657,136339,6318,0.04428804755462403,0.2506421664460361
Madhya Pradesh,Mandu,2024,151970,145428,6542,0.04304796999407778,0.06528246072747912
Madhya Pradesh,Mandu,2025,162348,155149,7199,0.04434301623672605,0.06828979403829694
Madhya Pradesh,Orchha,2015,176637,172913,3724,0.02108278559984601,0
Madhya Pradesh,Orchha,2016,189698,184851,4847,0.02555113917911628,0.07394260545638787
Madhya Pradesh,Orchha,2017,203953,199856,4097,0.02008796144209695,0.07514575799428558
Madhya Pradesh,Orchha,2018,203406,199428,3978,0.01955694522285478,-0.002681990458586081
Madhya Pradesh,Orchha,2019,205451,200903,4548,0.02213666519024001,0.01005378405750079
Madhya Pradesh,Orchha,2020,51508,50413,1095,0.02125883357924983,-0.7492930187733329
Madhya Pradesh,Orchha,2021,117368,114134,3234,0.02755435893940427,1.278636328337346
Madhya Pradesh,Orchha,2022,177262,172336,4926,0.02778937392108856,0.5103094540249471
Madhya Pradesh,Orchha,2023,217342,211729,5613,0.02582565725906636,0.2261059900034976
Madhya Pradesh,Orchha,2024,224764,219540,5224,0.02324215621718781,0.03414894498072152
Madhya Pradesh,Orchha,2025,250232,242652,7580,0.03029188912689025,0.1133099606698582
Madhya Pradesh,Pachmarhi Hill Station,2015,245297,238402,6895,0.02810878241478697,0
Madhya Pradesh,Pachmarhi Hill Station,2016,246470,240484,5986,0.02428693147239015,0.004781958197613401
Madhya Pradesh,Pachmarhi Hill Station,2017,262694,256772,5922,0.02254333939869202,0.06582545543068119
Madhya Pradesh,Pachmarhi Hill Station,2018,267007,259907,7100,0.0265910631556476,0.01641834225372496
Madhya Pradesh,Pachmarhi Hill Station,2019,267446,261433,6013,0.02248304330593839,0.001644151651454928
Madhya Pradesh,Pachmarhi Hill Station,2020,70707,69029,1678,0.0237317380174523,-0.7356213964688199
Madhya Pradesh,Pachmarhi Hill Station,2021,153012,149348,3664,0.0239458343136486,1.164029021171878
Madhya Pradesh,Pachmarhi Hill Station,2022,235997,232235,3762,0.01594088060441446,0.5423430842025463
Madhya Pradesh,Pachmarhi Hill Station,2023,291033,283768,7265,0.02496280490528565,0.2332063543180634
Madhya Pradesh,Pachmarhi Hill Station,2024,315303,307243,8060,0.02556271269223572,0.08339260496232392
Madhya Pradesh,Pachmarhi Hill Station,2025,321881,313938,7943,0.02467682155827775,0.02086247197140523
Madhya Pradesh,Sanchi Stupa,2015,143994,136392,7602,0.05279386641110046,0
Madhya Pradesh,Sanchi Stupa,2016,160221,151089,9132,0.05699627389668021,0.1126921955081461
Madhya Pradesh,Sanchi Stupa,2017,165899,156547,9352,0.05637164780981199,0.03543855050211886
Madhya Pradesh,Sanchi Stupa,2018,164717,155009,9708,0.05893745029353376,-0.007124816906672105
Madhya Pradesh,Sanchi Stupa,2019,169932,160289,9643,0.05674622790292588,0.03166036292550256
Madhya Pradesh,Sanchi Stupa,2020,42171,40024,2147,0.05091176400844182,-0.7518360285290586
Madhya Pradesh,Sanchi Stupa,2021,97410,91507,5903,0.06059952776922287,1.309881197979654
Madhya Pradesh,Sanchi Stupa,2022,150084,141484,8600,0.05730124463633698,0.5407453033569449
Madhya Pradesh,Sanchi Stupa,2023,183577,173752,9825,0.05351977644258268,0.2231616961168412
Madhya Pradesh,Sanchi Stupa,2024,198857,187988,10869,0.05465736685155664,0.08323482789238312
Madhya Pradesh,Sanchi Stupa,2025,208949,197477,11472,0.05490334962119943,0.05075003645835952
Madhya Pradesh,Ujjain Mahakaleshwar,2015,895833,784418,111415,0.1243702788354526,0
Madhya Pradesh,Ujjain Mahakaleshwar,2016,926773,809370,117403,0.1266793486646676,0.03453768726983708
Madhya Pradesh,Ujjain Mahakaleshwar,2017,925033,812993,112040,0.1211200032863692,-0.001877482403997544
Madhya Pradesh,Ujjain Mahakaleshwar,2018,1043070,912151,130919,0.1255131486860901,0.1276030152437806
Madhya Pradesh,Ujjain Mahakaleshwar,2019,1027646,898878,128768,0.1253038497692785,-0.01478711879356132
Madhya Pradesh,Ujjain Mahakaleshwar,2020,260575,227895,32680,0.1254149477117912,-0.746435056429938
Madhya Pradesh,Ujjain Mahakaleshwar,2021,578624,507986,70638,0.1220792777347638,1.22056605583805
Madhya Pradesh,Ujjain Mahakaleshwar,2022,845561,740591,104970,0.1241424332484587,0.4613306741510894
Madhya Pradesh,Ujjain Mahakaleshwar,2023,1089091,956434,132657,0.1218052485972247,0.2880099720777094
Madhya Pradesh,Ujjain Mahakaleshwar,2024,1212975,1066561,146414,0.120706527339805,0.113749907032562
Madhya Pradesh,Ujjain Mahakaleshwar,2025,1197241,1047888,149353,0.1247476489695892,-0.01297141326078444
Maharashtra,Ajanta Caves,2015,305864,233594,72270,0.2362814845813826,0
Maharashtra,Ajanta Caves,2016,297926,228466,69460,0.2331451434248773,-0.02595271100881436
Maharashtra,Ajanta Caves,2017,333538,254282,79256,0.2376221000305812,0.11953303840551
Maharashtra,Ajanta Caves,2018,350382,268499,81883,0.2336963656808854,0.05050099239067207
Maharashtra,Ajanta Caves,2019,363374,277697,85677,0.235781866616764,0.0370795303411704
Maharashtra,Ajanta Caves,2020,83179,63630,19549,0.2350232630832302,-0.7710925933060704
Maharashtra,Ajanta Caves,2021,184758,140875,43883,0.2375161021444268,1.221209680327967
Maharashtra,Ajanta Caves,2022,293789,223792,69997,0.2382560272848881,0.5901287089057037
Maharashtra,Ajanta Caves,2023,379068,289285,89783,0.2368519632361476,0.2902729509954423
Maharashtra,Ajanta Caves,2024,396545,302648,93897,0.2367877542271369,0.04610518429411092
Maharashtra,Ajanta Caves,2025,403158,307383,95775,0.2375619484172458,0.01667654364574012
Maharashtra,Ellora Caves,2015,358370,272100,86270,0.2407288556519798,0
Maharashtra,Ellora Caves,2016,370014,281250,88764,0.2398936256465972,0.03249155900326484
Maharashtra,Ellora Caves,2017,407510,309343,98167,0.2408947019705038,0.1013367061786852
Maharashtra,Ellora Caves,2018,409341,309866,99475,0.2430125494392206,0.004493141272606804
Maharashtra,Ellora Caves,2019,412402,314937,97465,0.2363349353300905,0.007477872971434651
Maharashtra,Ellora Caves,2020,101509,76789,24720,0.2435252046616556,-0.7538590986464663
Maharashtra,Ellora Caves,2021,233953,177754,56199,0.2402149149615521,1.304751302840142
Maharashtra,Ellora Caves,2022,351961,267686,84275,0.239444142959021,0.5044090052275456
Maharashtra,Ellora Caves,2023,422735,322167,100568,0.2378984470176352,0.2010847792795225
Maharashtra,Ellora Caves,2024,482208,366694,115514,0.2395522264251111,0.1406862455202431
Maharashtra,Ellora Caves,2025,492537,375158,117379,0.2383150910489973,0.02142021700179186
Maharashtra,Gateway of India,2015,881483,800224,81259,0.09218442102683773,0
Maharashtra,Gateway of India,2016,975100,895549,79551,0.08158240180494308,0.106203976707435
Maharashtra,Gateway of India,2017,994087,914393,79694,0.08016803358257375,0.01947184904112409
Maharashtra,Gateway of India,2018,1026954,937445,89509,0.08715969751322844,0.0330624985539496
Maharashtra,Gateway of India,2019,1088677,995800,92877,0.08531180506247492,0.06010298416482129
Maharashtra,Gateway of India,2020,254540,231840,22700,0.0891804824389094,-0.766193278630852
Maharashtra,Gateway of India,2021,602040,550201,51839,0.08610557438043984,1.365207825881983
Maharashtra,Gateway of India,2022,843930,775367,68563,0.08124252011422749,0.4017839346222842
Maharashtra,Gateway of India,2023,1061430,964420,97010,0.09139557012709269,0.257722796914436
Maharashtra,Gateway of India,2024,1199280,1096484,102796,0.08571476219064772,0.129871965179051
Maharashtra,Gateway of India,2025,1252937,1144228,108709,0.08676334085432867,0.04474101127343078
Maharashtra,Kolhapur Mahalakshmi,2015,599015,536297,62718,0.1047018855955193,0
Maharashtra,Kolhapur Mahalakshmi,2016,637235,567300,69935,0.1097475813475405,0.06380474612488829
Maharashtra,Kolhapur Mahalakshmi,2017,621610,554487,67123,0.1079824970640755,-0.02451999654758452
Maharashtra,Kolhapur Mahalakshmi,2018,682686,608112,74574,0.1092361642101933,0.0982545325847397
